0.198,0.13,3.45,9.32,-4.99,1.29,8.39,-1.14,-10.03,-0.09,-7.48,-6.32,1.77,0.55,-1.42,9.93,9.45,0.76,2.61
0.232,0.14,3.47,9.32,-4.98,1.28,8.4,-1.13,-10.02,-0.09,-7.49,-6.32,1.77,0.55,-1.42,9.93,9.45,0.76,2.62
0.266,0.14,3.45,9.33,-4.99,1.28,8.4,-1.14,-10.04,-0.1,-7.48,-6.33,1.78,0.53,-1.41,9.93,9.44,0.77,2.61
0.3,0.15,3.47,9.32,-4.99,1.29,8.39,-1.14,-10.02,-0.1,-7.48,-6.33,1.77,0.54,-1.42,9.93,9.46,0.77,2.61
0.334,0.15,3.45,9.32,-5,1.28,8.4,-1.13,-10.02,-0.11,-7.48,-6.33,1.78,0.54,-1.43,9.92,9.44,0.77,2.62
0.368,0.12,3.46,9.32,-5,1.29,8.39,-1.14,-10.02,-0.1,-7.49,-6.33,1.78,0.54,-1.42,9.93,9.45,0.77,2.61
0.402,0.14,3.45,9.33,-4.98,1.29,8.38,-1.13,-10.03,-0.11,-7.49,-6.32,1.77,0.56,-1.42,9.93,9.46,0.76,2.61
0.436,0.14,3.46,9.32,-4.99,1.29,8.39,-1.13,-10.02,-0.1,-7.48,-6.33,1.77,0.55,-1.42,9.91,9.45,0.77,2.61
0.471,0.14,3.46,9.32,-5,1.3,8.39,-1.13,-10.03,-0.1,-7.48,-6.33,1.77,0.55,-1.42,9.91,9.45,0.77,2.61
0.504,0.15,3.47,9.31,-4.99,1.29,8.4,-1.13,-10.02,-0.11,-7.49,-6.32,1.77,0.54,-1.42,9.91,9.46,0.77,2.61
0.538,0.15,3.46,9.31,-5,1.29,8.4,-1.13,-10.04,-0.11,-7.48,-6.34,1.77,0.53,-1.41,9.92,9.44,0.77,2.61
0.572,0.13,3.45,9.32,-5,1.29,8.39,-1.13,-10.03,-0.12,-7.49,-6.33,1.77,0.54,-1.42,9.92,9.45,0.76,2.61
0.606,0.15,3.45,9.32,-4.99,1.29,8.4,-1.13,-10.03,-0.1,-7.48,-6.33,1.76,0.54,-1.41,9.92,9.46,0.76,2.62
0.641,0.14,3.46,9.32,-4.99,1.29,8.39,-1.14,-10.03,-0.11,-7.49,-6.33,1.78,0.55,-1.41,9.92,9.45,0.77,2.61
0.674,0.14,3.46,9.31,-5,1.29,8.39,-1.13,-10.02,-0.11,-7.48,-6.33,1.76,0.55,-1.41,9.92,9.44,0.76,2.61
0.708,0.15,3.45,9.31,-5,1.29,8.39,-1.12,-10.02,-0.12,-7.48,-6.32,1.77,0.53,-1.42,9.91,9.45,0.76,2.61
0.742,0.14,3.46,9.31,-4.99,1.29,8.39,-1.13,-10.02,-0.11,-7.49,-6.33,1.77,0.55,-1.41,9.92,9.44,0.77,2.61
0.776,0.15,3.46,9.33,-5,1.29,8.4,-1.13,-10.03,-0.11,-7.49,-6.33,1.76,0.53,-1.42,9.92,9.45,0.77,2.61
0.811,0.14,3.45,9.31,-5,1.29,8.39,-1.14,-10.03,-0.12,-7.48,-6.33,1.77,0.54,-1.42,9.91,9.45,0.78,2.61
0.844,0.14,3.46,9.32,-4.98,1.28,8.4,-1.13,-10.02,-0.12,-7.48,-6.33,1.76,0.53,-1.42,9.92,9.44,0.78,2.6
0.878,0.14,3.46,9.31,-5,1.28,8.4,-1.14,-10.02,-0.12,-7.47,-6.33,1.77,0.54,-1.41,9.92,9.46,0.76,2.62
0.912,0.14,3.46,9.31,-4.99,1.29,8.39,-1.13,-10.02,-0.12,-7.48,-6.33,1.76,0.54,-1.42,9.92,9.44,0.77,2.61
0.946,0.14,3.46,9.31,-5,1.28,8.4,-1.13,-10.02,-0.12,-7.49,-6.33,1.77,0.54,-1.42,9.91,9.45,0.77,2.61
0.98,0.14,3.46,9.31,-4.99,1.29,8.39,-1.14,-10.03,-0.11,-7.48,-6.33,1.76,0.54,-1.42,9.92,9.45,0.77,2.61
1.014,0.14,3.46,9.32,-4.99,1.28,8.39,-1.13,-10.03,-0.12,-7.48,-6.33,1.77,0.54,-1.42,9.91,9.45,0.77,2.62
1.048,0.14,3.46,9.31,-5,1.29,8.39,-1.12,-10.04,-0.13,-7.49,-6.33,1.76,0.54,-1.41,9.9,9.45,0.77,2.61
