0.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.189,0.66,-9.83,-0.43,-1.29,-9.8,0.48,2.65,-9.41,0.58,-1.67,-9.73,-1.62,1.41,-9.82,0.33,-1.33,-9.8,-0.77
0.1975,0.66,-9.83,-0.43,-1.29,-9.8,0.48,2.65,-9.41,0.58,-1.67,-9.73,-1.62,1.41,-9.82,0.33,-1.33,-9.8,-0.77
0.206,0.66,-9.83,-0.43,-1.29,-9.8,0.48,2.65,-9.41,0.58,-1.67,-9.73,-1.62,0.61,-10.12,-0.63,-1.37,-9.98,-0.56
0.216,0.66,-9.83,-0.43,-1.29,-9.8,0.48,2.75,-9.92,0.22,-2.34,-9.42,-2.32,0.61,-10.12,-0.63,-1.37,-9.98,-0.56
0.224,0.75,-9.77,-0.54,-3.44,-9.59,0.3,2.75,-9.92,0.22,-2.34,-9.42,-2.32,0.61,-10.12,-0.63,-1.37,-9.98,-0.56
0.2325,0.75,-9.77,-0.54,-3.44,-9.59,0.3,2.75,-9.92,0.22,-2.34,-9.42,-2.32,0.61,-10.12,-0.63,-1.37,-9.98,-0.56
0.241,0.75,-9.77,-0.54,-3.44,-9.59,0.3,2.75,-9.92,0.22,-2.34,-9.42,-2.32,0.67,-10.17,-0.12,-1.38,-9.94,-0.6
0.249,0.75,-9.77,-0.54,-3.44,-9.59,0.3,2.81,-9.6,0.54,-2.67,-9.35,-2.63,0.67,-10.17,-0.12,-1.38,-9.94,-0.6
0.259,0.81,-9.89,-0.4,-3.7,-9.2,0.12,2.81,-9.6,0.54,-2.67,-9.35,-2.63,0.67,-10.17,-0.12,-1.38,-9.94,-0.6
0.2675,0.81,-9.89,-0.4,-3.7,-9.2,0.12,2.81,-9.6,0.54,-2.67,-9.35,-2.63,0.67,-10.17,-0.12,-1.38,-9.94,-0.6
0.276,0.81,-9.89,-0.4,-3.7,-9.2,0.12,2.81,-9.6,0.54,-2.67,-9.35,-2.63,0.14,-10.27,0.11,-1.37,-9.88,-0.67
0.284,0.81,-9.89,-0.4,-3.7,-9.2,0.12,2.25,-9.86,0.2,-3.28,-9.16,-2.62,0.14,-10.27,0.11,-1.37,-9.88,-0.67
0.293,0.82,-9.65,-0.61,-3.6,-9.31,-0.13,2.25,-9.86,0.2,-3.28,-9.16,-2.62,0.14,-10.27,0.11,-1.37,-9.88,-0.67
0.302,0.82,-9.65,-0.61,-3.6,-9.31,-0.13,2.25,-9.86,0.2,-3.28,-9.16,-2.62,0.14,-10.27,0.11,-1.37,-9.88,-0.67
0.311,0.82,-9.65,-0.61,-3.6,-9.31,-0.13,2.25,-9.86,0.2,-3.28,-9.16,-2.62,0.81,-9.94,-0.27,-1.36,-9.94,-0.6
0.319,0.82,-9.65,-0.61,-3.6,-9.31,-0.13,2.03,-10,0.18,-3.49,-9.17,-2.32,0.81,-9.94,-0.27,-1.36,-9.94,-0.6
0.328,0.83,-9.82,-0.37,-3.59,-9.32,-0.41,2.03,-10,0.18,-3.49,-9.17,-2.32,0.81,-9.94,-0.27,-1.36,-9.94,-0.6
0.3365,0.83,-9.82,-0.37,-3.59,-9.32,-0.41,2.03,-10,0.18,-3.49,-9.17,-2.32,0.81,-9.94,-0.27,-1.36,-9.94,-0.6
0.345,0.83,-9.82,-0.37,-3.59,-9.32,-0.41,2.03,-10,0.18,-3.49,-9.17,-2.32,1.83,-9.9,0,-1.4,-9.88,-0.73
0.354,0.83,-9.82,-0.37,-3.59,-9.32,-0.41,1.37,-10.22,1.01,-2.12,-9.02,-2.38,1.83,-9.9,0,-1.4,-9.88,-0.73
0.362,0.81,-9.59,-0.66,-3.99,-9.5,-0.17,1.37,-10.22,1.01,-2.12,-9.02,-2.38,1.83,-9.9,0,-1.4,-9.88,-0.73
0.3705,0.81,-9.59,-0.66,-3.99,-9.5,-0.17,1.37,-10.22,1.01,-2.12,-9.02,-2.38,1.83,-9.9,0,-1.4,-9.88,-0.73
0.379,0.81,-9.59,-0.66,-3.99,-9.5,-0.17,1.37,-10.22,1.01,-2.12,-9.02,-2.38,1.33,-10.04,0.43,-1.43,-9.91,-0.75
0.389,0.81,-9.59,-0.66,-3.99,-9.5,-0.17,1.2,-10.1,0.11,-2.02,-9.28,-1.89,1.33,-10.04,0.43,-1.43,-9.91,-0.75
0.397,0.84,-9.77,-0.4,-4.3,-9.11,-0.64,1.2,-10.1,0.11,-2.02,-9.28,-1.89,1.33,-10.04,0.43,-1.43,-9.91,-0.75
0.4055,0.84,-9.77,-0.4,-4.3,-9.11,-0.64,1.2,-10.1,0.11,-2.02,-9.28,-1.89,1.33,-10.04,0.43,-1.43,-9.91,-0.75
