0.198,2.35,3.67,8.91,1.8,-1.83,9.54,-0.48,-6.01,8.33,-7.43,-3.54,-5.37,-0.57,-3.47,9.41,-0.25,-0.1,-9.78
0.232,2.36,3.66,8.92,1.81,-1.84,9.54,-0.48,-6,8.33,-7.43,-3.55,-5.38,-0.56,-3.47,9.41,-0.25,-0.1,-9.78
0.266,2.35,3.66,8.92,1.82,-1.83,9.54,-0.47,-6.01,8.32,-7.42,-3.55,-5.37,-0.57,-3.47,9.41,-0.26,-0.09,-9.78
0.301,2.34,3.68,8.92,1.8,-1.84,9.54,-0.47,-6.02,8.33,-7.42,-3.54,-5.38,-0.56,-3.47,9.42,-0.25,-0.1,-9.78
0.334,2.34,3.66,8.91,1.81,-1.83,9.54,-0.47,-6.02,8.32,-7.43,-3.53,-5.38,-0.57,-3.47,9.4,-0.25,-0.1,-9.78
0.368,2.35,3.67,8.93,1.8,-1.84,9.54,-0.48,-6.01,8.32,-7.43,-3.55,-5.38,-0.56,-3.46,9.41,-0.25,-0.1,-9.78
0.402,2.35,3.67,8.91,1.81,-1.83,9.54,-0.47,-6,8.31,-7.43,-3.54,-5.37,-0.56,-3.47,9.41,-0.25,-0.1,-9.78
0.436,2.35,3.68,8.91,1.81,-1.84,9.54,-0.47,-6.01,8.31,-7.42,-3.54,-5.38,-0.55,-3.47,9.4,-0.25,-0.1,-9.78
0.471,2.35,3.66,8.91,1.8,-1.83,9.54,-0.48,-6.02,8.3,-7.43,-3.54,-5.38,-0.56,-3.47,9.4,-0.26,-0.11,-9.77
0.504,2.35,3.66,8.92,1.81,-1.82,9.54,-0.49,-6,8.32,-7.43,-3.54,-5.38,-0.56,-3.47,9.4,-0.26,-0.11,-9.78
0.538,2.34,3.68,8.9,1.81,-1.83,9.54,-0.48,-6.02,8.3,-7.43,-3.54,-5.39,-0.56,-3.47,9.4,-0.25,-0.1,-9.77
0.572,2.34,3.66,8.91,1.82,-1.82,9.53,-0.48,-6.01,8.3,-7.42,-3.55,-5.37,-0.56,-3.48,9.4,-0.26,-0.09,-9.79
0.606,2.35,3.67,8.9,1.8,-1.83,9.55,-0.46,-6.02,8.3,-7.44,-3.54,-5.38,-0.56,-3.46,9.4,-0.24,-0.11,-9.78
0.641,2.35,3.66,8.92,1.8,-1.84,9.54,-0.48,-6.02,8.31,-7.44,-3.55,-5.39,-0.57,-3.47,9.4,-0.25,-0.09,-9.77
0.674,2.34,3.67,8.9,1.81,-1.81,9.54,-0.47,-6,8.29,-7.42,-3.55,-5.39,-0.57,-3.47,9.39,-0.25,-0.1,-9.78
0.708,2.35,3.67,8.9,1.8,-1.84,9.54,-0.48,-6.01,8.3,-7.42,-3.55,-5.39,-0.56,-3.47,9.39,-0.27,-0.1,-9.78
0.742,2.34,3.66,8.9,1.81,-1.83,9.54,-0.48,-6.02,8.3,-7.42,-3.55,-5.38,-0.56,-3.46,9.4,-0.26,-0.1,-9.77
0.777,2.34,3.67,8.9,1.8,-1.84,9.53,-0.48,-6.01,8.3,-7.43,-3.55,-5.38,-0.57,-3.46,9.4,-0.26,-0.1,-9.78
0.811,2.36,3.69,8.91,1.8,-1.83,9.54,-0.47,-6.01,8.29,-7.43,-3.54,-5.38,-0.57,-3.48,9.4,-0.25,-0.11,-9.77
0.844,2.34,3.68,8.89,1.8,-1.82,9.54,-0.47,-6.02,8.31,-7.42,-3.54,-5.39,-0.56,-3.47,9.4,-0.26,-0.09,-9.77
0.878,2.34,3.66,8.91,1.81,-1.83,9.54,-0.47,-6.01,8.3,-7.43,-3.54,-5.39,-0.57,-3.47,9.39,-0.26,-0.1,-9.78
0.913,2.35,3.66,8.9,1.8,-1.82,9.53,-0.49,-6,8.3,-7.43,-3.54,-5.38,-0.56,-3.48,9.4,-0.25,-0.1,-9.77
0.947,2.35,3.68,8.9,1.81,-1.84,9.54,-0.48,-6.01,8.29,-7.44,-3.56,-5.38,-0.56,-3.47,9.39,-0.25,-0.1,-9.77
0.98,2.36,3.67,8.9,1.81,-1.83,9.53,-0.48,-6.01,8.3,-7.43,-3.55,-5.39,-0.57,-3.47,9.39,-0.26,-0.1,-9.78
1.014,2.35,3.66,8.9,1.81,-1.83,9.55,-0.47,-6.01,8.29,-7.43,-3.55,-5.37,-0.56,-3.47,9.39,-0.25,-0.1,-9.77
1.049,2.36,3.66,8.9,1.8,-1.83,9.54,-0.48,-6.01,8.3,-7.44,-3.56,-5.39,-0.56,-3.47,9.38,-0.25,-0.1,-9.77
1.083,2.35,3.66,8.9,1.8,-1.85,9.55,-0.47,-6.01,8.3,-7.42,-3.54,-5.38,-0.56,-3.47,9.39,-0.25,-0.1,-9.77
1.117,2.35,3.67,8.9,1.8,-1.85,9.54,-0.47,-6.02,8.29,-7.43,-3.55,-5.4,-0.56,-3.47,9.4,-0.26,-0.1,-9.77
1.152,2.35,3.66,8.9,1.8,-1.83,9.54,-0.47,-6.01,8.29,-7.42,-3.55,-5.4,-0.57,-3.48,9.39,-0.26,-0.1,-9.79
1.185,2.35,3.66,8.9,1.8,-1.84,9.54,-0.48,-6.02,8.29,-7.44,-3.56,-5.39,-0.56,-3.47,9.4,-0.26,-0.1,-9.78
1.22,2.35,3.67,8.89,1.81,-1.82,9.54,-0.47,-6.02,8.29,-7.44,-3.53,-5.39,-0.56,-3.48,9.4,-0.24,-0.1,-9.77
1.254,2.34,3.67,8.9,1.8,-1.84,9.54,-0.47,-6.01,8.3,-7.44,-3.55,-5.38,-0.56,-3.47,9.38,-0.26,-0.1,-9.78
1.289,2.35,3.68,8.89,1.8,-1.83,9.53,-0.48,-6.03,8.29,-7.43,-3.56,-5.39,-0.57,-3.47,9.38,-0.25,-0.09,-9.77
1.323,2.35,3.69,8.89,1.8,-1.83,9.54,-0.49,-6.02,8.29,-7.43,-3.55,-5.39,-0.57,-3.49,9.39,-0.25,-0.1,-9.78
1.356,2.34,3.67,8.9,1.8,-1.82,9.54,-0.48,-6.01,8.29,-7.42,-3.55,-5.39,-0.57,-3.47,9.39,-0.26,-0.1,-9.78
1.391,2.34,3.66,8.9,1.79,-1.82,9.54,-0.49,-6.02,8.29,-7.42,-3.55,-5.38,-0.56,-3.48,9.39,-0.25,-0.1,-9.78
1.425,2.35,3.67,8.89,1.81,-1.83,9.54,-0.48,-6.02,8.29,-7.44,-3.54,-5.37,-0.57,-3.47,9.39,-0.25,-0.09,-9.78
1.46,2.35,3.67,8.89,1.8,-1.83,9.54,-0.48,-6.02,8.29,-7.43,-3.54,-5.4,-0.56,-3.48,9.39,-0.25,-0.09,-9.78
1.494,2.35,3.67,8.89,1.81,-1.84,9.53,-0.47,-6.01,8.29,-7.43,-3.55,-5.39,-0.56,-3.48,9.39,-0.26,-0.1,-9.78
1.528,2.35,3.66,8.9,1.81,-1.83,9.54,-0.47,-6.01,8.28,-7.44,-3.55,-5.38,-0.56,-3.46,9.38,-0.25,-0.1,-9.77
1.562,2.35,3.67,8.9,1.8,-1.84,9.54,-0.47,-6.01,8.29,-7.43,-3.55,-5.4,-0.57,-3.48,9.38,-0.25,-0.11,-9.78
1.596,2.35,3.67,8.89,1.8,-1.83,9.54,-0.47,-6.01,8.29,-7.43,-3.56,-5.39,-0.57,-3.47,9.4,-0.26,-0.1,-9.78
1.631,2.35,3.66,8.9,1.81,-1.83,9.54,-0.47,-6.02,8.29,-7.44,-3.55,-5.39,-0.57,-3.48,9.39,-0.25,-0.11,-9.78
1.665,2.34,3.67,8.91,1.8,-1.83,9.54,-0.47,-6,8.29,-7.42,-3.54,-5.38,-0.56,-3.47,9.39,-0.25,-0.09,-9.78
1.699,2.33,3.66,8.89,1.8,-1.84,9.53,-0.47,-6.01,8.28,-7.44,-3.53,-5.39,-0.57,-3.48,9.39,-0.26,-0.1,-9.77
1.733,2.34,3.68,8.9,1.81,-1.83,9.53,-0.48,-6.01,8.28,-7.43,-3.55,-5.39,-0.56,-3.48,9.39,-0.26,-0.1,-9.77
1.767,2.34,3.67,8.89,1.81,-1.83,9.54,-0.47,-6.01,8.29,-7.44,-3.55,-5.38,-0.57,-3.48,9.39,-0.25,-0.09,-9.78
1.802,2.34,3.66,8.9,1.8,-1.82,9.54,-0.48,-6,8.29,-7.44,-3.54,-5.38,-0.56,-3.48,9.39,-0.26,-0.1,-9.78
1.836,2.35,3.66,8.9,1.82,-1.84,9.54,-0.47,-6.02,8.28,-7.42,-3.55,-5.39,-0.56,-3.46,9.38,-0.27,-0.11,-9.77
1.87,2.34,3.67,8.9,1.8,-1.83,9.53,-0.48,-6.02,8.29,-7.42,-3.56,-5.38,-0.56,-3.47,9.39,-0.26,-0.1,-9.78
1.904,2.34,3.67,8.89,1.8,-1.84,9.54,-0.47,-6,8.29,-7.42,-3.55,-5.39,-0.56,-3.48,9.38,-0.25,-0.1,-9.79
1.938,2.35,3.66,8.9,1.8,-1.84,9.54,-0.48,-6.01,8.28,-7.44,-3.55,-5.39,-0.56,-3.48,9.4,-0.26,-0.1,-9.78
1.973,2.34,3.66,8.9,1.8,-1.83,9.54,-0.48,-6.02,8.29,-7.44,-3.54,-5.39,-0.56,-3.46,9.38,-0.26,-0.1,-9.78
2.007,2.35,3.67,8.89,1.8,-1.83,9.53,-0.48,-6.01,8.27,-7.43,-3.56,-5.4,-0.56,-3.47,9.39,-0.26,-0.11,-9.78
2.04,2.33,3.66,8.89,1.8,-1.84,9.54,-0.48,-6.02,8.29,-7.44,-3.56,-5.38,-0.56,-3.48,9.39,-0.25,-0.09,-9.77
2.075,2.33,3.68,8.9,1.81,-1.83,9.54,-0.47,-6.02,8.29,-7.43,-3.55,-5.4,-0.56,-3.47,9.38,-0.25,-0.1,-9.78
2.109,2.35,3.68,8.88,1.81,-1.83,9.54,-0.48,-6,8.28,-7.43,-3.55,-5.37,-0.56,-3.47,9.39,-0.26,-0.1,-9.79
2.144,2.36,3.67,8.89,1.81,-1.84,9.55,-0.48,-6.02,8.27,-7.41,-3.54,-5.43,-0.56,-3.48,9.38,-0.26,-0.1,-9.78
2.178,2.35,3.65,8.9,1.8,-1.83,9.54,-0.48,-6,8.29,-7.45,-3.55,-5.36,-0.56,-3.47,9.38,-0.25,-0.1,-9.77
2.212,2.33,3.67,8.91,1.81,-1.84,9.54,-0.48,-6.02,8.28,-7.41,-3.55,-5.41,-0.57,-3.47,9.4,-0.26,-0.1,-9.78
2.246,2.34,3.67,8.9,1.81,-1.84,9.54,-0.48,-6.01,8.28,-7.44,-3.55,-5.4,-0.56,-3.47,9.39,-0.26,-0.1,-9.78
